aaoID,dept,matter,
20120209,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Marketing of manufactures and services,
20130325,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Marketing of manufactures and services,
20130516,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Marketing of manufactures and services,
20130918,THE DEPARTMENT OF INDUSTRY,Marketing of manufactures and services,
20131003,THE DEPARTMENT OF INDUSTRY,Marketing of manufactures and services,
20141223,THE DEPARTMENT OF INDUSTRY AND SCIENCE,Marketing of manufactures and services,
20150709,THE DEPARTMENT OF INDUSTRY AND SCIENCE,Marketing of manufactures and services,
20150930,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Marketing of manufactures and services,
20160901,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Marketing of manufactures and services,
20161027,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Marketing of manufactures and services,
20170413,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Marketing of manufactures and services,
20171130,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Marketing of manufactures and services,
20171220,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Marketing of manufactures and services,
20180419,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Marketing of manufactures and services,
20180510,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Marketing of manufactures and services,
20180828,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Marketing of manufactures and services,
20071203,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH","Marketing, including export promotion, of manufactures and services",
20080125,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH","Marketing, including export promotion, of manufactures and services",
20080501,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH","Marketing, including export promotion, of manufactures and services",
20100308,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH","Marketing, including export promotion, of manufactures and services",
20071203,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Matters relating to local government,
20080125,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Matters relating to local government,
20080501,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Matters relating to local government,
20100308,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Matters relating to local government,
20100506,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Matters relating to local government,
20100629,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Matters relating to local government,
20100914,"THE DEPARTMENT OF REGIONAL AUSTRALIA, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT (Part of the Prime Minister and Cabinet Portfolio)",Matters relating to local government,
20101014,"THE DEPARTMENT OF REGIONAL AUSTRALIA, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT (Part of the Prime Minister and Cabinet Portfolio)",Matters relating to local government,
20111019,"THE DEPARTMENT OF REGIONAL AUSTRALIA, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT (Part of the Prime Minister and Cabinet Portfolio)",Matters relating to local government,
20111207,"THE DEPARTMENT OF REGIONAL AUSTRALIA, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT (Part of the Prime Minister and Cabinet Portfolio)",Matters relating to local government,
20111214,"THE DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT",Matters relating to local government,
20120209,"THE DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT",Matters relating to local government,
20130325,"THE DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT",Matters relating to local government,
20130516,"THE DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT",Matters relating to local government,
20130918,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Matters relating to local government,
20131003,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Matters relating to local government,
20141223,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Matters relating to local government,
20150709,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Matters relating to local government,
20150930,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Matters relating to local government,
20160901,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Matters relating to local government,
20161027,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Matters relating to local government,
20170413,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Matters relating to local government,
20171130,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Matters relating to local government,
20171220,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES",Matters relating to local government,
20180419,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES",Matters relating to local government,
20180510,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES",Matters relating to local government,
20180828,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES",Matters relating to local government,
20071203,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20080125,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20080501,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20100308,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20100506,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20100629,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20100914,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20101014,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20111019,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20111207,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20111214,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20120209,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20130325,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20130516,THE DEPARTMENT OF HEALTH AND AGEING,Medical indemnity insurance issues,
20130918,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20131003,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20141223,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20150709,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20150930,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20160901,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20161027,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20170413,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20171130,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20171220,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20180419,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20180510,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20180828,THE DEPARTMENT OF HEALTH,Medical indemnity insurance issues,
20150930,THE DEPARTMENT OF HEALTH,Medicare provider compliance,
20100506,THE DEPARTMENT OF HEALTH AND AGEING,Mental health policy and primary mental health care,
20100629,THE DEPARTMENT OF HEALTH AND AGEING,Mental health policy and primary mental health care,
20100914,THE DEPARTMENT OF HEALTH AND AGEING,Mental health policy and primary mental health care,
20101014,THE DEPARTMENT OF HEALTH AND AGEING,Mental health policy and primary mental health care,
20111019,THE DEPARTMENT OF HEALTH AND AGEING,Mental health policy and primary mental health care,
20111207,THE DEPARTMENT OF HEALTH AND AGEING,Mental health policy and primary mental health care,
20111214,THE DEPARTMENT OF HEALTH AND AGEING,Mental health policy and primary mental health care,
20120209,THE DEPARTMENT OF HEALTH AND AGEING,Mental health policy and primary mental health care,
20130325,THE DEPARTMENT OF HEALTH AND AGEING,Mental health policy and primary mental health care,
20130516,THE DEPARTMENT OF HEALTH AND AGEING,Mental health policy and primary mental health care,
20130918,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20131003,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20141223,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20150709,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20150930,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20160901,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20161027,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20170413,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20171130,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20171220,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20180419,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20180510,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20180828,THE DEPARTMENT OF HEALTH,Mental health policy and primary mental health care,
20071203,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS",Meteorology,
20080125,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS",Meteorology,
20080501,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS",Meteorology,
20100308,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS",Meteorology,
20100506,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS",Meteorology,
20100629,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS",Meteorology,
20100914,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES",Meteorology,
20101014,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES",Meteorology,
20111019,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES",Meteorology,
20111207,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES",Meteorology,
20111214,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES",Meteorology,
20120209,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES",Meteorology,
20130325,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES",Meteorology,
20130516,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES",Meteorology,
20130918,THE DEPARTMENT OF THE ENVIRONMENT,Meteorology,
20131003,THE DEPARTMENT OF THE ENVIRONMENT,Meteorology,
20141223,THE DEPARTMENT OF THE ENVIRONMENT,Meteorology,
20150709,THE DEPARTMENT OF THE ENVIRONMENT,Meteorology,
20150930,THE DEPARTMENT OF THE ENVIRONMENT,Meteorology,
20160901,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,Meteorology,
20161027,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,Meteorology,
20170413,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,Meteorology,
20171130,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,Meteorology,
20171220,THE DEPARTMENT OF JOBS AND SMALL BUSINESS (Part of the Jobs and Innovation Portfolio),Meteorology,
20180419,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,Meteorology,
20180510,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,Meteorology,
20180828,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,Meteorology,
20130918,THE DEPARTMENT OF EMPLOYMENT,Migrant adult education,
20131003,THE DEPARTMENT OF INDUSTRY,Migrant adult education,
20071203,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20080125,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20080501,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20100308,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20100506,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20100629,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20100914,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20101014,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20111019,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20111207,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20111214,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20120209,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20130325,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20130516,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Mineral and energy industries, including oil and gas, and electricity",
20130918,THE DEPARTMENT OF INDUSTRY,"Mineral and energy industries, including oil and gas, and electricity",
20131003,THE DEPARTMENT OF INDUSTRY,"Mineral and energy industries, including oil and gas, and electricity",
